[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2017-04-21, 星期五, 9288, 1976, null, 11101, 0.163319, 阴, 1843, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-12-13, 星期二, 1553, 93, null, 1107, -0.402891, 小雨, 27, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-12-12, 星期一, 2696, 161, null, 2052, -0.313840, 阴, 7, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-12-11, 星期日, 6150, 835, null, 4518, -0.361222, 多云, 43, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-12-10, 星期六, 6336, 547, null, 6449, 0.017522, 多云, 38, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-12-09, 星期五, 2231, 235, null, 2992, 0.254345, 晴, 1478, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-12-08, 星期四, 1738, 254, null, 2614, 0.335119, 晴, 1479, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-12-07, 星期三, 3176, 212, null, 2556, -0.242567, 多云, 21, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-12-06, 星期二, 3089, 249, null, 2253, -0.371061, 多云, 38, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-12-05, 星期一, 3285, 203, null, 2447, -0.342460, 多云, 46, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-12-04, 星期日, 5425, 495, null, 4138, -0.311020, 多云, 144, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-12-03, 星期六, 6340, 613, null, 8277, 0.234022, 晴, 159, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-12-02, 星期五, 2591, 217, null, 3520, 0.263920, 晴, 1483, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-12-01, 星期四, 4264, 252, null, 3228, -0.320942, 多云, 64, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-11-30, 星期三, 2950, 494, null, 3733, 0.209751, 阴, 407, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-11-29, 星期二, 2451, 461, null, 3051, 0.196657, 多云, 295, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-11-28, 星期一, 3591, 623, null, 3255, -0.103226, 晴, 632, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-11-27, 星期日, 5801, 1954, null, 8705, 0.333601, 晴, 1630, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-11-26, 星期六, 6872, 982, null, 8275, 0.169547, 小雨, 974, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-11-25, 星期五, 4202, 445, null, 3874, -0.084667, 阴, 297, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-11-24, 星期四, 3402, 298, null, 4828, 0.295360, 多云, 453, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-11-23, 星期三, 2140, 88, null, 1978, -0.081901, 中雪, 137, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-11-22, 星期二, 2778, 180, null, 2073, -0.340087, 小雨, 241, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-11-21, 星期一, 2824, 258, null, 2107, -0.340294, 小雨, 308, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-11-20, 星期日, 5005, 725, null, 4412, -0.134406, 小雨, 875, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-11-19, 星期六, 9073, 1012, null, 6472, -0.401885, 阴, 965, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-11-18, 星期五, 5299, 401, null, 3879, -0.366074, 阴, 436, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-11-17, 星期四, 2964, 252, null, 3499, 0.152901, 中雨, 462, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-11-16, 星期三, 3615, 397, null, 2792, -0.294771, 小雨, 553, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-11-15, 星期二, 3355, 689, null, 3648, 0.080318, 小雨, 937, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-11-14, 星期一, 4142, 1359, null, 3030, -0.366997, 小雨, 511, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-11-13, 星期日, 6382, 1359, null, 5717, -0.116320, 小雨, 981, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-11-12, 星期六, 11634, 1732, null, 13960, 0.166619, 阴, 1500, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-11-11, 星期五, 5581, 771, null, 5203, -0.072650, 多云, 756, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-11-10, 星期四, 4747, 550, null, 5423, 0.124654, 多云, 612, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-11-09, 星期三, 3727, 555, null, 4330, 0.139261, 雨夹雪, 958, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-11-08, 星期二, 3291, 138, null, 3143, -0.047089, 小雨, 182, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-11-07, 星期一, 3243, 508, null, 3752, 0.135661, 中雨, 982, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-11-06, 星期日, 8909, 2756, null, 9424, 0.054648, 晴, 2034, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-11-05, 星期六, 10532, 2233, null, 14161, 0.256267, 晴, 1786, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-11-04, 星期五, 5931, 1087, null, 8320, 0.287139, 晴, 1233, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-11-03, 星期四, 6101, 1231, null, 6104, 0.000491, 晴, 2540, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-11-02, 星期三, 4888, 671, null, 5377, 0.090943, 多云, 2126, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-11-01, 星期二, 4865, 813, null, 4230, -0.150118, 多云, 1755, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-10-31, 星期一, 4459, 316, null, 3224, -0.383065, 小雨, 1505, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-10-30, 星期日, 7297, 1526, null, 7666, 0.048135, 小雨, 1713, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-10-29, 星期六, 8911, 1532, null, 8295, -0.074262, 小雨, 1737, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-10-28, 星期五, 5315, 761, null, 5389, 0.013732, 小雨, 832, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-10-27, 星期四, 6033, 760, null, 5631, -0.071391, 多云, 587, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-10-26, 星期三, 6375, 1036, null, 6298, -0.012226, 中雨, 1899, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-10-25, 星期二, 6406, 829, null, 5789, -0.106581, 小雨, 2767, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-10-24, 星期一, 6381, 1310, null, 5805, -0.099225, 小雨, 2431, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-10-23, 星期日, 9545, 1377, null, 6859, -0.391602, 小雨, 3859, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-10-19, 星期三, 8028, 1687, null, 9732, 0.175092, 小雨, 1553, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-10-18, 星期二, 7352, 1663, null, 8547, 0.139815, 阴, 1851, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-10-17, 星期一, 8367, 1699, null, 7808, -0.071593, 阴, 3440, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-10-16, 星期日, 10896, 3419, null, 11431, 0.046803, 小雨, 3161, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-10-15, 星期六, 13182, 3006, null, 15254, 0.135833, 小雨, 3668, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2016-08-23, 星期二, 8738, 2644, null, 7485, -0.167401, 多云, 1554, SVM模型, 1, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} closed
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20005} clearParameters. 
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} commited
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} setAutoCommit true
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-recycle
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-connect
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} created. select * from huangshan.dailynum where date_name = ?;
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Parameters : [2019-03-19]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Types : [VARCHAR]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} executed. 45.4127 millis. select * from huangshan.dailynum where date_name = ?;
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50007} open
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50007} Header: [date_name, date_week, predict_num, today_eight_num, today_nine_num, today_total_num, deviation_rate, weather_name, order_num, module_name, description, is_holiday, holiday_name, holiday_order]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50007} Result: [2019-03-19, 星期二, 6437, 945, 3386, 7818, 0.176644, 多云, 476, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50007} closed
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} clearParameters. 
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-recycle
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-connect
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Parameters : [2019-03-13]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Types : [VARCHAR]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} executed. 45.2276 millis. select * from huangshan.dailynum where date_name = ?;
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50008} open
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50008} Header: [date_name, date_week, predict_num, today_eight_num, today_nine_num, today_total_num, deviation_rate, weather_name, order_num, module_name, description, is_holiday, holiday_name, holiday_order]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50008} Result: [2019-03-13, 星期三, 5351, 708, 2546, 5203, -0.028445, 多云, 612, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50008} closed
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} clearParameters. 
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-recycle
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-connect
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Parameters : [2019-09-30]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Types : [VARCHAR]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} executed. 44.9986 millis. select * from huangshan.dailynum where date_name = ?;
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50009} open
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50009} Header: [date_name, date_week, predict_num, today_eight_num, today_nine_num, today_total_num, deviation_rate, weather_name, order_num, module_name, description, is_holiday, holiday_name, holiday_order]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50009} Result: [2019-09-30, 星期一, 8515, 2585, 4713, 8355, -0.019150, 晴, 1332, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50009} closed
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} clearParameters. 
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-recycle
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-connect
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20007} created. select *
        from huangshan.dailynum
        where holiday_name = ? and holiday_order = ?
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20007} Parameters : [国庆节, 1]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20007} Types : [VARCHAR, INTEGER]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20007} executed. 46.1369 millis. select *
        from huangshan.dailynum
        where holiday_name = ? and holiday_order = ?
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50010} open
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50010} Header: [date_name, date_week, predict_num, today_eight_num, today_nine_num, today_total_num, deviation_rate, weather_name, order_num, module_name, description, is_holiday, holiday_name, holiday_order]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50010} Result: [2019-10-01, 星期二, 14743, 3134, 5515, 10451, -0.410678, 小雨, 1001, SVM模型, null, 1, 国庆节, 1]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50010} Result: [2018-10-01, 星期一, 17144, 4257, 7231, 15887, -0.079121, 多云, 3065, SVM模型, null, 1, 国庆节, 1]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50010} Result: [2017-10-01, 星期日, 13296, 3484, 5495, 10630, -0.250800, 多云, 4840, SVM模型, null, 1, 国庆节, 1]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50010} closed
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20007} clearParameters. 
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-recycle
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-connect
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Parameters : [2019-10-01]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Types : [VARCHAR]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} executed. 45.0358 millis. select * from huangshan.dailynum where date_name = ?;
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50011} open
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50011} Header: [date_name, date_week, predict_num, today_eight_num, today_nine_num, today_total_num, deviation_rate, weather_name, order_num, module_name, description, is_holiday, holiday_name, holiday_order]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50011} Result: [2019-10-01, 星期二, 14743, 3134, 5515, 10451, -0.410678, 小雨, 1001, SVM模型, null, 1, 国庆节, 1]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50011} closed
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} clearParameters. 
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-recycle
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-connect
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20007} Parameters : [国庆节, 2]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20007} Types : [VARCHAR, INTEGER]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20007} executed. 44.9417 millis. select *
        from huangshan.dailynum
        where holiday_name = ? and holiday_order = ?
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50012} open
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50012} Header: [date_name, date_week, predict_num, today_eight_num, today_nine_num, today_total_num, deviation_rate, weather_name, order_num, module_name, description, is_holiday, holiday_name, holiday_order]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50012} Result: [2019-10-02, 星期三, 34796, 10696, 15577, 29744, -0.169849, 多云, 3735, SVM模型, null, 1, 国庆节, 2]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50012} Result: [2018-10-02, 星期二, 42812, 12717, 18217, 44710, 0.042451, 多云, 12284, SVM模型, null, 1, 国庆节, 2]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50012} Result: [2017-10-02, 星期一, 34818, 11606, 17256, 32257, -0.079394, 阵雨, 1074, SVM模型, null, 1, 国庆节, 2]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50012} closed
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20007} clearParameters. 
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-recycle
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-connect
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Parameters : [2019-10-02]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Types : [VARCHAR]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} executed. 45.592 millis. select * from huangshan.dailynum where date_name = ?;
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50013} open
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50013} Header: [date_name, date_week, predict_num, today_eight_num, today_nine_num, today_total_num, deviation_rate, weather_name, order_num, module_name, description, is_holiday, holiday_name, holiday_order]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50013} Result: [2019-10-02, 星期三, 34796, 10696, 15577, 29744, -0.169849, 多云, 3735, SVM模型, null, 1, 国庆节, 2]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50013} closed
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} clearParameters. 
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-recycle
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-connect
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20007} Parameters : [国庆节, 3]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20007} Types : [VARCHAR, INTEGER]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20007} executed. 45.052 millis. select *
        from huangshan.dailynum
        where holiday_name = ? and holiday_order = ?
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50014} open
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50014} Header: [date_name, date_week, predict_num, today_eight_num, today_nine_num, today_total_num, deviation_rate, weather_name, order_num, module_name, description, is_holiday, holiday_name, holiday_order]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50014} Result: [2019-10-03, 星期四, 38259, 11101, 16618, 35878, -0.066364, 晴, 4612, SVM模型, null, 1, 国庆节, 3]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50014} Result: [2018-10-03, 星期三, 39719, 10080, 15399, 40028, 0.007720, 晴, 8956, SVM模型, null, 1, 国庆节, 3]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50014} Result: [2017-10-03, 星期二, 35868, 11956, 17071, 37033, 0.031458, 阴, 16226, SVM模型, null, 1, 国庆节, 3]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50014} closed
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20007} clearParameters. 
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-recycle
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-connect
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Parameters : [2019-10-03]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} Types : [VARCHAR]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} executed. 45.5443 millis. select * from huangshan.dailynum where date_name = ?;
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50015} open
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50015} Header: [date_name, date_week, predict_num, today_eight_num, today_nine_num, today_total_num, deviation_rate, weather_name, order_num, module_name, description, is_holiday, holiday_name, holiday_order]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50015} Result: [2019-10-03, 星期四, 38259, 11101, 16618, 35878, -0.066364, 晴, 4612, SVM模型, null, 1, 国庆节, 3]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50015} closed
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} clearParameters. 
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-recycle
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-connect
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20007} Parameters : [国庆节, 4]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20007} Types : [VARCHAR, INTEGER]
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20007} executed. 45.2699 millis. select *
        from huangshan.dailynum
        where holiday_name = ? and holiday_order = ?
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50016} open
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50016} Header: [date_name, date_week, predict_num, today_eight_num, today_nine_num, today_total_num, deviation_rate, weather_name, order_num, module_name, description, is_holiday, holiday_name, holiday_order]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50016} Result: [2019-10-04, 星期五, 29254, 10879, 15536, 31317, 0.065875, 晴, 4978, SVM模型, null, 1, 国庆节, 4]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50016} Result: [2018-10-04, 星期四, 29664, 11155, 16299, 31447, 0.056699, 多云, 7769, SVM模型, null, 1, 国庆节, 4]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50016} Result: [2017-10-04, 星期三, 29235, 10745, 15449, 25807, -0.132832, 小雨, 8092, SVM模型, null, 1, 国庆节, 4]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20007, rs-50016} closed
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20007} clearParameters. 
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-recycle
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-connect
